EmployeeId,MonthlyIncome,DailyRate,Department,EnvironmentSatisfaction,JobSatisfaction,StockOptionLevel,WorkLifeBalance,NumCompaniesWorked,YearsInCurrentRole,PercentSalaryHike,YearsWithCurrManager,Attrition
1260,18665,636,Research & Development,3,1,0,3,9,2,11,2,0.0
1261,5769,205,Sales,4,4,0,3,1,2,11,4,0.0
1262,3944,371,Research & Development,4,4,0,3,5,2,11,2,0.0
1263,10596,541,Sales,2,2,0,3,2,2,11,2,0.0
1264,2345,896,Research & Development,3,3,1,4,2,1,14,2,0.0
1265,3131,1401,Research & Development,2,4,1,3,1,8,13,8,0.0
1266,9705,658,Sales,1,2,1,2,2,0,12,0,0.0
1267,13116,942,Research & Development,1,3,0,3,2,2,11,2,0.0
1268,5063,653,Research & Development,4,3,1,2,1,2,14,7,0.0
1269,6091,317,Research & Development,3,4,0,3,2,4,20,2,0.0
1270,5390,1023,Sales,4,2,0,2,2,6,14,8,0.0
1271,4262,232,Research & Development,4,4,2,4,4,2,12,2,0.0
1272,7295,662,Sales,3,2,2,3,1,8,13,6,0.0
1273,17650,1234,Sales,4,4,1,4,3,3,13,1,0.0
1274,14411,333,Research & Development,3,4,0,3,1,6,13,9,0.0
1275,10820,1082,Research & Development,3,1,1,3,8,7,11,1,0.0
1276,2837,267,Research & Development,3,2,0,3,1,2,13,1,0.0
1277,17169,359,Research & Development,1,3,2,4,3,17,19,6,0.0
1278,13142,1405,Research & Development,4,2,0,2,3,2,16,3,0.0
1279,10845,566,Research & Development,4,3,1,3,6,7,13,7,0.0
1280,10482,1376,Human Resources,2,1,1,3,9,6,14,6,1.0
1281,16124,694,Research & Development,4,4,2,2,3,7,14,7,0.0
1282,10453,526,Sales,2,1,3,3,1,13,25,7,0.0
1283,15202,365,Research & Development,3,4,1,3,2,2,25,2,0.0
1284,4069,1142,Research & Development,4,4,0,3,3,2,18,2,0.0
1285,2800,341,Sales,2,3,3,3,6,2,19,2,1.0
1286,5715,759,Sales,4,2,2,3,7,4,12,3,0.0
1287,6696,334,Sales,3,1,0,2,5,3,15,1,1.0
1288,6062,932,Research & Development,4,4,1,3,9,3,13,2,0.0
1289,6811,509,Research & Development,1,3,0,3,2,7,17,7,0.0
1290,4332,335,Research & Development,4,3,0,3,1,9,12,7,0.0
1291,17861,495,Research & Development,3,3,0,2,0,8,13,10,0.0
1292,2096,622,Sales,2,3,0,3,1,4,11,6,0.0
1293,3433,585,Research & Development,1,3,1,2,6,2,13,3,0.0
1294,5675,1422,Sales,1,4,1,3,1,7,20,7,0.0
1295,2933,482,Research & Development,2,3,1,2,1,0,13,0,0.0
1296,4855,903,Research & Development,3,2,2,3,4,2,11,4,0.0
1297,4233,1365,Sales,2,1,0,1,2,1,17,2,1.0
1298,6142,155,Research & Development,2,2,1,3,1,2,20,3,0.0
1299,6032,483,Research & Development,4,2,0,3,6,4,15,2,0.0
1300,5410,429,Research & Development,3,2,0,3,9,14,11,12,0.0
1301,6288,471,Research & Development,1,1,1,2,2,3,15,2,0.0
1302,2506,1258,Research & Development,4,3,0,3,3,2,13,2,0.0
1303,5593,1050,Sales,2,3,1,3,1,10,13,12,0.0
1304,13770,217,Sales,4,3,2,2,9,2,12,13,0.0
1305,19943,718,Research & Development,4,1,1,3,4,2,13,2,0.0
1306,2269,234,Sales,2,2,1,3,0,2,14,2,0.0
1307,18844,1420,Human Resources,3,4,1,3,9,2,21,2,0.0
1308,2216,654,Research & Development,1,2,0,3,7,7,13,7,1.0
1309,4728,959,Sales,4,3,0,3,3,0,14,0,1.0
1310,6877,946,Research & Development,3,4,0,2,5,0,24,0,0.0
1311,2206,125,Research & Development,4,3,0,3,1,0,13,8,0.0
1312,1081,945,Sales,2,4,0,2,1,0,13,0,0.0
1313,2610,895,Sales,1,4,0,2,1,2,24,2,0.0
1314,3743,622,Research & Development,3,2,1,1,1,2,24,2,1.0
1315,2213,1171,Research & Development,4,3,1,3,3,7,13,7,0.0
1316,5468,196,Sales,1,4,2,3,1,7,14,7,0.0
1317,11103,832,Research & Development,3,4,0,2,7,7,11,1,0.0
1318,2342,429,Research & Development,3,2,3,2,1,3,12,3,0.0
1319,19081,1450,Research & Development,4,2,1,3,5,2,11,3,0.0
1320,2741,905,Research & Development,3,4,1,4,8,2,15,7,0.0
1321,5021,945,Human Resources,2,2,1,3,8,2,22,2,0.0
1322,4312,776,Sales,3,1,0,3,0,13,14,8,0.0
1323,13499,593,Research & Development,2,3,0,2,9,7,17,13,0.0
1324,11713,427,Research & Development,1,1,1,3,9,7,14,5,0.0
1325,4081,930,Research & Development,1,3,0,1,1,7,14,8,0.0
1326,2789,444,Sales,4,2,1,2,1,2,11,2,0.0
1327,2143,1041,Human Resources,3,2,1,3,4,2,13,4,0.0
1328,10252,363,Research & Development,3,1,1,3,2,7,21,7,0.0
1329,6632,954,Sales,2,3,0,3,0,7,13,1,0.0
1330,2566,1450,Research & Development,3,3,1,2,1,1,15,1,0.0
1331,19537,684,Research & Development,1,3,0,3,7,18,13,15,0.0
1332,7525,124,Sales,3,2,1,3,2,7,12,12,0.0
1333,9824,534,Research & Development,1,3,0,3,3,0,12,0,1.0
1334,2559,1343,Research & Development,3,1,0,2,1,5,11,1,0.0
1335,2099,1377,Research & Development,2,1,0,4,0,0,14,4,0.0
1336,3816,1469,Research & Development,4,2,1,3,1,2,11,4,0.0
1337,5957,470,Research & Development,4,1,1,3,6,9,13,9,0.0
1338,5321,508,Research & Development,1,3,1,3,2,3,11,7,0.0
1339,4999,1353,Sales,1,3,1,2,0,2,21,2,0.0
1340,16328,136,Research & Development,4,1,1,4,3,6,13,17,0.0
1341,17603,1291,Research & Development,3,3,1,3,1,10,24,11,0.0
1342,2610,693,Research & Development,4,3,3,3,1,2,11,3,0.0
1343,8564,211,Sales,1,1,0,2,2,0,20,0,0.0
1344,6151,256,Sales,3,2,0,3,1,2,13,9,0.0
1345,16872,488,Sales,3,2,1,2,3,7,12,7,0.0
1346,4841,1210,Research & Development,3,2,1,3,4,0,14,0,0.0
1347,6577,1082,Sales,2,3,0,3,0,4,11,4,0.0
1348,19627,430,Research & Development,4,4,2,3,9,2,17,2,0.0
1349,6962,430,Research & Development,4,2,1,3,4,0,22,0,0.0
1350,6811,975,Research & Development,4,1,0,1,8,6,19,7,0.0
1351,4998,1316,Research & Development,4,3,0,3,4,7,14,7,0.0
1352,3117,546,Research & Development,3,4,0,3,1,2,18,2,0.0
1353,13591,896,Sales,4,4,0,3,3,0,18,0,0.0
1354,2174,756,Sales,1,2,0,3,1,2,11,2,1.0
1355,2996,560,Research & Development,4,1,2,3,5,3,14,3,0.0
1356,3688,566,Research & Development,3,4,2,3,4,0,18,0,0.0
1357,2231,303,Sales,3,3,1,3,6,3,18,2,0.0
1358,5811,833,Research & Development,2,4,1,3,3,0,16,0,0.0
1359,2293,1357,Research & Development,1,3,0,2,1,0,12,1,1.0
1360,2440,148,Research & Development,4,2,0,3,1,3,22,3,0.0
1361,2559,969,Research & Development,4,2,0,2,5,0,11,0,0.0
1362,4450,1084,Research & Development,4,1,2,3,1,2,11,3,0.0
1363,6120,1498,Sales,1,4,2,4,3,4,12,4,0.0
1364,9907,414,Sales,3,2,0,2,7,2,12,2,0.0
1365,5346,234,Research & Development,4,1,1,2,4,1,17,7,0.0
1366,2133,1394,Research & Development,4,2,1,3,1,11,16,7,0.0
1367,5484,1351,Research & Development,2,4,1,2,9,2,17,1,0.0
1368,10793,326,Sales,1,4,1,3,1,7,18,9,0.0
1369,5071,793,Sales,4,4,0,3,3,2,20,0,0.0
1370,10761,930,Sales,4,1,1,3,4,4,12,2,0.0
1371,2794,1311,Research & Development,2,2,0,1,1,1,20,3,0.0
1372,7260,1400,Research & Development,4,4,0,2,4,4,11,2,0.0
1373,6132,1169,Research & Development,2,3,0,3,2,0,17,0,0.0
1374,17639,691,Research & Development,3,3,0,3,5,3,16,3,0.0
1375,7655,950,Research & Development,4,2,3,2,0,7,17,7,0.0
1376,4508,827,Research & Development,1,3,0,3,1,7,22,8,1.0
1377,2404,906,Research & Development,4,1,0,3,6,0,20,0,1.0
1378,5003,549,Research & Development,4,3,0,3,6,2,14,1,0.0
1379,4941,723,Research & Development,3,2,0,2,2,2,15,7,1.0
1380,2853,1256,Research & Development,3,4,1,3,0,0,11,0,1.0
1381,6883,1370,Research & Development,4,3,1,3,2,7,16,7,0.0
1382,3196,1179,Research & Development,4,1,3,3,1,5,12,3,0.0
1383,6500,511,Sales,1,3,0,2,0,7,14,7,0.0
1384,2045,1115,Research & Development,1,4,0,3,0,2,13,1,0.0
1385,2976,1309,Sales,2,3,0,3,3,0,19,0,0.0
1386,3517,486,Research & Development,2,3,0,3,7,2,17,2,0.0
1387,2042,489,Research & Development,2,2,1,4,4,2,12,2,0.0
1388,5147,1283,Sales,4,2,0,2,8,7,15,7,0.0
1389,2756,931,Research & Development,4,2,1,3,1,7,13,6,0.0
1390,6549,1083,Research & Development,3,2,2,2,1,6,14,7,0.0
1391,10274,819,Research & Development,3,2,1,4,2,7,18,4,0.0
1392,2430,1402,Sales,2,3,2,3,0,3,23,2,0.0
1393,15972,1225,Sales,2,2,3,3,6,2,14,2,0.0
1394,13245,193,Research & Development,4,1,0,4,4,0,14,0,0.0
1395,10388,583,Research & Development,3,3,1,2,1,10,11,1,0.0
1396,11631,1354,Research & Development,3,1,0,3,2,10,12,8,0.0
1397,2810,1351,Research & Development,1,2,0,3,1,4,22,2,0.0
1398,4162,1476,Sales,4,3,2,3,1,4,12,3,0.0
1399,2028,267,Research & Development,2,2,3,3,1,11,18,13,0.0
1400,5828,950,Sales,4,4,0,3,1,7,12,4,1.0
1401,4078,499,Sales,3,2,3,2,0,2,13,2,0.0
1402,2645,1273,Research & Development,4,3,2,2,1,3,12,4,0.0
1403,2661,1346,Research & Development,2,4,1,3,0,2,11,2,0.0
1404,4107,124,Research & Development,4,2,0,2,3,3,15,1,0.0
1405,6162,859,Research & Development,3,3,1,3,1,13,12,8,0.0
1406,6410,106,Human Resources,1,1,0,3,3,2,12,0,0.0
1407,5368,530,Sales,3,4,1,3,1,5,25,2,0.0
1408,8237,1462,Sales,4,3,1,3,2,6,11,6,0.0
1409,4507,1313,Sales,4,4,0,4,3,1,12,4,0.0
1410,4000,675,Research & Development,2,1,2,3,1,3,12,5,0.0
1411,5209,1334,Sales,3,2,3,2,1,8,12,7,0.0
1412,2308,1440,Sales,2,3,1,3,0,10,25,7,0.0
1413,5295,492,Research & Development,4,2,0,3,4,4,21,0,0.0
1414,2596,1009,Research & Development,1,2,2,3,1,0,15,0,1.0
1415,19665,1224,Research & Development,4,2,0,3,4,10,12,9,0.0
1416,10903,672,Research & Development,4,2,0,3,3,10,16,8,0.0
1417,9241,918,Sales,4,3,0,3,1,8,12,7,0.0
1418,7119,654,Research & Development,4,4,1,3,4,2,15,2,0.0
1419,6118,570,Sales,4,3,3,3,1,9,13,2,0.0
1420,2694,1092,Research & Development,3,2,3,3,1,0,11,0,0.0
1421,4447,805,Research & Development,3,2,0,2,1,7,12,8,0.0
1422,8639,959,Sales,1,3,0,3,2,2,18,2,0.0
1423,2859,1214,Research & Development,2,3,0,3,1,4,18,4,0.0
1424,2259,1469,Research & Development,4,3,2,2,4,0,17,0,0.0
1425,16437,898,Human Resources,3,4,0,3,1,7,21,7,0.0
1426,19094,1282,Research & Development,3,3,1,2,4,13,11,8,0.0
1427,2329,154,Sales,2,3,0,4,3,7,15,2,0.0
1428,4148,208,Research & Development,3,3,1,3,1,11,12,9,0.0
1429,2372,848,Research & Development,1,3,2,3,1,2,12,2,0.0
1430,4771,1206,Research & Development,2,4,2,4,2,2,19,3,0.0
1431,2785,703,Sales,3,4,0,4,7,0,14,0,1.0
1432,7880,903,Sales,1,3,0,3,0,7,18,7,0.0
1433,12490,1469,Research & Development,2,2,2,1,5,9,16,7,0.0
1434,4103,1018,Sales,3,1,1,3,0,3,17,7,0.0
1435,3291,490,Research & Development,4,2,2,2,0,5,14,1,0.0
1436,2380,781,Research & Development,4,4,1,2,9,0,14,0,1.0
1437,3748,911,Research & Development,4,2,0,2,1,8,13,7,0.0
1438,5130,279,Research & Development,3,2,1,3,1,7,23,7,0.0
1439,2723,833,Research & Development,3,4,0,2,1,0,11,0,0.0
1440,2127,823,Research & Development,4,2,1,3,1,0,21,0,0.0
1441,3904,360,Research & Development,3,1,0,3,0,2,13,3,1.0
1442,3212,1323,Research & Development,3,4,0,2,7,2,15,2,0.0
1443,6646,1017,Research & Development,2,4,0,3,1,11,13,8,0.0
1444,3760,567,Research & Development,1,4,0,3,1,3,13,3,0.0
1445,18824,1449,Sales,1,2,0,3,2,10,16,11,1.0
1446,11416,153,Research & Development,2,1,3,2,0,7,12,7,0.0
1447,4969,265,Sales,2,1,0,3,8,2,18,2,1.0
1448,10124,288,Research & Development,4,4,1,1,2,8,14,9,0.0
1449,4198,437,Sales,2,2,0,4,2,2,12,2,0.0
1450,2311,629,Research & Development,4,2,0,3,2,2,15,2,0.0
1451,2838,968,Research & Development,2,3,0,2,0,0,14,7,0.0
1452,5605,322,Sales,1,1,1,3,1,0,24,7,0.0
1453,2559,661,Research & Development,2,1,0,3,1,7,13,1,0.0
1454,4556,532,Research & Development,1,3,1,3,2,4,11,2,0.0
1455,7625,827,Research & Development,2,4,0,2,0,7,13,8,0.0
1456,9094,299,Sales,4,2,0,3,2,4,12,0,1.0
1457,4325,1153,Research & Development,1,2,0,3,1,2,15,3,0.0
1458,2389,896,Research & Development,3,4,0,2,1,3,13,1,1.0
1459,2517,1167,Research & Development,1,3,3,3,1,3,11,3,0.0
1460,13549,1217,Research & Development,1,3,1,1,9,3,12,3,0.0
1461,16885,1262,Research & Development,1,4,0,2,2,4,22,1,0.0
1462,3420,1467,Research & Development,4,2,0,2,1,2,13,3,0.0
1463,7082,1206,Sales,4,3,0,3,3,0,16,2,0.0
1464,8381,238,Sales,4,1,0,4,7,7,20,10,0.0
1465,8722,1366,Research & Development,2,1,0,2,1,7,12,9,1.0
1466,7861,168,Research & Development,3,3,0,4,4,0,14,0,0.0
1467,13269,813,Research & Development,4,1,3,3,5,11,15,11,0.0
1468,2515,1485,Research & Development,3,4,0,2,1,1,11,0,1.0
1469,3544,458,Research & Development,3,3,1,3,9,2,16,0,0.0
1470,2325,602,Sales,3,1,0,4,0,0,21,0,1.0
